Text,Language,clean_text
நீங்கள் எந்த கவலையும் இல்லை என்று சொல்லலாம்.,Tamil,நீங்கள்எந்தகவலையும்இல்லைஎன்றுசொல்லலாம்
"எந்த கவலையும் கவலைப்பட வேண்டாம், அதாவது அதைப் பற்றி கவலைப்பட வேண்டாம்.",Tamil,எந்தகவலையும்கவலைப்படவேண்டாம்அதாவதுஅதைப்பற்றிகவலைப்படவேண்டாம்
இது நல்லது.,Tamil,இதுநல்லது
"நீங்கள் வீட்டிற்கு வந்தீர்கள் என்று எந்த கவலையும் இல்லை, உங்கள் நண்பர்கள் அனைவரும் உங்கள் படுக்கையில் அமர்ந்திருக்கிறார்கள்.",Tamil,நீங்கள்வீட்டிற்குவந்தீர்கள்என்றுஎந்தகவலையும்இல்லைஉங்கள்நண்பர்கள்அனைவரும்உங்கள்படுக்கையில்அமர்ந்திருக்கிறார்கள்
நீங்கள் இங்கே என்ன செய்கிறீர்கள் என்பது போல இங்கே என்ன நடக்கிறது?,Tamil,நீங்கள்இங்கேஎன்னசெய்கிறீர்கள்என்பதுபோலஇங்கேஎன்னநடக்கிறது
நீங்கள் எதையாவது பிடிக்கவில்லை என்றால் என்ன நடக்கிறது அல்லது நீங்கள் எப்போதும் கேட்கக்கூடிய நபருக்கு இது புரியவில்லை என்றால் நான் உன்னை சரியாகப் பெற்றேன்?,Tamil,நீங்கள்எதையாவதுபிடிக்கவில்லைஎன்றால்என்னநடக்கிறதுஅல்லதுநீங்கள்எப்போதும்கேட்கக்கூடியநபருக்குஇதுபுரியவில்லைஎன்றால்நான்உன்னைசரியாகப்பெற்றேன்
"பின்னர் மேலே சென்று நீங்கள் எங்கிருந்து வந்தீர்கள் என்பதை விளக்குங்கள், நான் உன்னை சரியாகப் பெற்றேன்?",Tamil,பின்னர்மேலேசென்றுநீங்கள்எங்கிருந்துவந்தீர்கள்என்பதைவிளக்குங்கள்நான்உன்னைசரியாகப்பெற்றேன்
"அழாதபடி வருத்தப்பட வேண்டாம் என்று நீங்கள் யாரையாவது கேட்டால், அதை மனதில் கொள்ள வேண்டாம் என்று சொல்லலாம்.",Tamil,அழாதபடிவருத்தப்படவேண்டாம்என்றுநீங்கள்யாரையாவதுகேட்டால்அதைமனதில்கொள்ளவேண்டாம்என்றுசொல்லலாம்
"தீவிரமாக கவலைப்படாதீர்கள், அதை இதயத்திற்கு எடுத்துக் கொள்ளாதீர்கள்.",Tamil,தீவிரமாககவலைப்படாதீர்கள்அதைஇதயத்திற்குஎடுத்துக்கொள்ளாதீர்கள்
"ஒரு சொற்றொடரின் ஒரு பகுதியை நீங்கள் பிடிக்கவில்லையா என்று கேட்க மற்றொரு வழி, கடைசி வார்த்தையை நான் பிடிக்கவில்லை என்று நீங்கள் கூறலாம்.",Tamil,ஒருசொற்றொடரின்ஒருபகுதியைநீங்கள்பிடிக்கவில்லையாஎன்றுகேட்கமற்றொருவழிகடைசிவார்த்தையைநான்பிடிக்கவில்லைஎன்றுநீங்கள்கூறலாம்
என்னை மன்னிக்கவும்.,Tamil,என்னைமன்னிக்கவும்
யாராவது முழு சொற்றொடரையும் மீண்டும் மீண்டும் செய்ய விரும்பினால் கடைசி வார்த்தையை நான் பிடிக்கவில்லை என்பதால் நீங்கள் அதை மீண்டும் செய்ய முடியுமா?,Tamil,யாராவதுமுழுசொற்றொடரையும்மீண்டும்மீண்டும்செய்யவிரும்பினால்கடைசிவார்த்தையைநான்பிடிக்கவில்லைஎன்பதால்நீங்கள்அதைமீண்டும்செய்யமுடியுமா
நீங்கள் மன்னிக்கவும் சொல்லலாம்.,Tamil,நீங்கள்மன்னிக்கவும்சொல்லலாம்
நீங்கள் பிஸியாக இருந்ததால் நான் கேட்கவில்லை.,Tamil,நீங்கள்பிஸியாகஇருந்ததால்நான்கேட்கவில்லை
"ஒருவேளை நீங்கள் தொலைபேசியில் பேசிக்கொண்டிருக்கலாம், யாரோ உங்களுடன் பேசிக்கொண்டிருக்கலாம், நீங்கள் அப்படி இருக்கிறீர்கள்.",Tamil,ஒருவேளைநீங்கள்தொலைபேசியில்பேசிக்கொண்டிருக்கலாம்யாரோஉங்களுடன்பேசிக்கொண்டிருக்கலாம்நீங்கள்அப்படிஇருக்கிறீர்கள்
கடவுளே.,Tamil,கடவுளே
மன்னிக்கவும் நான் கேட்கவில்லை.,Tamil,மன்னிக்கவும்நான்கேட்கவில்லை
நீங்கள் அதை மீண்டும் செய்ய முடியுமா?,Tamil,நீங்கள்அதைமீண்டும்செய்யமுடியுமா
என்னை மன்னிக்கவும்.,Tamil,என்னைமன்னிக்கவும்
நான் எப்போதும் பயன்படுத்தும் மற்றொரு சொற்றொடரை நான் கேட்கவில்லை.,Tamil,நான்எப்போதும்பயன்படுத்தும்மற்றொருசொற்றொடரைநான்கேட்கவில்லை
உங்கள் காபியை என் மேல் விட்டால் கவலைப்பட வேண்டாம் என்பது ஒரு பொருட்டல்ல.,Tamil,உங்கள்காபியைஎன்மேல்விட்டால்கவலைப்படவேண்டாம்என்பதுஒருபொருட்டல்ல
அது ஒரு பொருட்டல்ல.,Tamil,அதுஒருபொருட்டல்ல
நான் நலமாக இருப்பேன்.,Tamil,நான்நலமாகஇருப்பேன்
நான்' நான் எப்படியும் சலவை செய்யப் போகிறேன்.,Tamil,நான்நான்எப்படியும்சலவைசெய்யப்போகிறேன்
நீங்கள் யாராவது அதிர்ஷ்டம் விரும்பினால் பரவாயில்லை.,Tamil,நீங்கள்யாராவதுஅதிர்ஷ்டம்விரும்பினால்பரவாயில்லை
"நான் எப்போதும் செய்கிறேன், நீங்கள் விரல்களைக் கடந்துவிட்டீர்கள் என்று சொல்லலாம், நீங்கள் விரல்களைக் கடக்கிறீர்கள்.",Tamil,நான்எப்போதும்செய்கிறேன்நீங்கள்விரல்களைக்கடந்துவிட்டீர்கள்என்றுசொல்லலாம்நீங்கள்விரல்களைக்கடக்கிறீர்கள்
விரல்கள் தாண்டின.,Tamil,விரல்கள்தாண்டின
"அமெரிக்கர்கள் பயன்படுத்தும் மற்றொரு சொற்றொடர் ஓ மோசமானது, அதை விளக்குகிறது.",Tamil,அமெரிக்கர்கள்பயன்படுத்தும்மற்றொருசொற்றொடர்ஓமோசமானதுஅதைவிளக்குகிறது
"நிலைமை என்னவென்றால் நீங்கள் எதையாவது பெறவில்லை, பின்னர் நீங்கள் கூடுதல் விளைவைப் பெறுவீர்கள், நீங்கள் அதைப் பெறுவீர்கள்.",Tamil,நிலைமைஎன்னவென்றால்நீங்கள்எதையாவதுபெறவில்லைபின்னர்நீங்கள்கூடுதல்விளைவைப்பெறுவீர்கள்நீங்கள்அதைப்பெறுவீர்கள்
"நீங்கள் ஓ போன்றவர், அதை விளக்கும் அதை விளக்குகிறது.",Tamil,நீங்கள்ஓபோன்றவர்அதைவிளக்கும்அதைவிளக்குகிறது
"வருத்தப்பட வேண்டாம் என்று நபரிடம் சொல்வதற்கான மற்றொரு வழி என்னவென்றால், அது சரியில்லை என்று நீங்கள் சொல்லலாம்.",Tamil,வருத்தப்படவேண்டாம்என்றுநபரிடம்சொல்வதற்கானமற்றொருவழிஎன்னவென்றால்அதுசரியில்லைஎன்றுநீங்கள்சொல்லலாம்
நீங்கள் அவருடன் பேச விரும்பும் ஒரு நபரின் பெயர் உங்களிடம் இல்லையென்றால் விஷயங்கள் வருத்தப்பட வேண்டாம்.,Tamil,நீங்கள்அவருடன்பேசவிரும்பும்ஒருநபரின்பெயர்உங்களிடம்இல்லையென்றால்விஷயங்கள்வருத்தப்படவேண்டாம்
நீங்கள் தொந்தரவு செய்ய மன்னிக்கவும் நீங்கள் பார்க்கிறீர்கள் என்று உங்களுக்குத் தெரியும்.,Tamil,நீங்கள்தொந்தரவுசெய்யமன்னிக்கவும்நீங்கள்பார்க்கிறீர்கள்என்றுஉங்களுக்குத்தெரியும்
"யாரோ பிஸியாக இருப்பதால் உங்களை தொந்தரவு செய்ய எப்போதும் மன்னிக்கவும், பின்னர் நீங்கள் மேலே சென்று கேட்கலாம்.",Tamil,யாரோபிஸியாகஇருப்பதால்உங்களைதொந்தரவுசெய்யஎப்போதும்மன்னிக்கவும்பின்னர்நீங்கள்மேலேசென்றுகேட்கலாம்
உங்களை தொந்தரவு செய்ததற்கு மன்னிக்கவும்.,Tamil,உங்களைதொந்தரவுசெய்ததற்குமன்னிக்கவும்
"நீங்கள் யாரோ ஒருவருக்கு நடுவில் இருந்தால் ' நீங்கள் எதையாவது கேட்கலாம், நீங்கள் ஏதோ நடுவில் இருக்கிறீர்கள், யாரோ ஒருவர் நீங்கள் சொல்வதைச் செய்யும்படி யாரோ கேட்கிறார்கள், நான் வருந்துகிறேன்.",Tamil,நீங்கள்யாரோஒருவருக்குநடுவில்இருந்தால்நீங்கள்எதையாவதுகேட்கலாம்நீங்கள்ஏதோநடுவில்இருக்கிறீர்கள்யாரோஒருவர்நீங்கள்சொல்வதைச்செய்யும்படியாரோகேட்கிறார்கள்நான்வருந்துகிறேன்
"ஒரு நிமிடத்தில் நான் உங்களுடன் இருப்பேன், நான் உங்களுடன் இருப்பேன், பிறகு நீங்கள் ஏதாவது செய்வதைத் தொடங்குங்கள், நாங்கள் எங்கிருந்தோம் என்று நீங்கள் கூறுகிறீர்கள்.",Tamil,ஒருநிமிடத்தில்நான்உங்களுடன்இருப்பேன்நான்உங்களுடன்இருப்பேன்பிறகுநீங்கள்ஏதாவதுசெய்வதைத்தொடங்குங்கள்நாங்கள்எங்கிருந்தோம்என்றுநீங்கள்கூறுகிறீர்கள்
"நாங்கள் எப்போது இருந்தோம் என்பதை நாங்கள் எப்போது நிறுத்தினோம், நீங்கள் அதை மீண்டும் செய்ய வேண்டும், ஏனென்றால் இது யாரோ ஒருவர் தவறு செய்யும் ஒலி.",Tamil,நாங்கள்எப்போதுஇருந்தோம்என்பதைநாங்கள்எப்போதுநிறுத்தினோம்நீங்கள்அதைமீண்டும்செய்யவேண்டும்ஏனென்றால்இதுயாரோஒருவர்தவறுசெய்யும்ஒலி
எனவே நீங்கள் உரையாடலின் நடுவில் இருந்தால் நாங்கள் மீண்டும் எங்கிருந்தோம் என்பதைப் பயிற்சி செய்வதற்கான சிறந்த வழியாகும்.,Tamil,எனவேநீங்கள்உரையாடலின்நடுவில்இருந்தால்நாங்கள்மீண்டும்எங்கிருந்தோம்என்பதைப்பயிற்சிசெய்வதற்கானசிறந்தவழியாகும்
"மற்றவர் என்ன சொல்கிறாரோ அதை நீங்கள் பெறவில்லை, நீங்கள் சொல்வதாகவும் கேள்விக்குறியுடன் இருப்பதாகவும் கூறலாம்.",Tamil,மற்றவர்என்னசொல்கிறாரோஅதைநீங்கள்பெறவில்லைநீங்கள்சொல்வதாகவும்கேள்விக்குறியுடன்இருப்பதாகவும்கூறலாம்
"இதன் பொருள், அந்த நபரை மீண்டும் மீண்டும் செய்யத் தூண்டுகிறது?",Tamil,இதன்பொருள்அந்தநபரைமீண்டும்மீண்டும்செய்யத்தூண்டுகிறது
நீங்கள் சொல்லிக் கொண்டிருந்தீர்கள்.,Tamil,நீங்கள்சொல்லிக்கொண்டிருந்தீர்கள்
யாரோ ஒருவர் தனது கனவுகளின் வேலை கிடைத்தால் நீங்கள் அதிர்ஷ்டசாலி என்று சொல்லலாம் அல்லது யாரோ ஒருவர் அதிர்ஷ்டம் போன்ற அவர்களின் கனவுகளின் பல்கலைக்கழகத்தில் இறங்கினீர்கள் இது உங்களுக்கு அதிர்ஷ்டசாலி என்று வாழ்த்துவதற்கான ஒரு வழியாகும் அல்லது அவர் அதிர்ஷ்டசாலி என்று வலியுறுத்துவதைப் போன்றது.,Tamil,யாரோஒருவர்தனதுகனவுகளின்வேலைகிடைத்தால்நீங்கள்அதிர்ஷ்டசாலிஎன்றுசொல்லலாம்அல்லதுயாரோஒருவர்அதிர்ஷ்டம்போன்றஅவர்களின்கனவுகளின்பல்கலைக்கழகத்தில்இறங்கினீர்கள்இதுஉங்களுக்குஅதிர்ஷ்டசாலிஎன்றுவாழ்த்துவதற்கானஒருவழியாகும்அல்லதுஅவர்அதிர்ஷ்டசாலிஎன்றுவலியுறுத்துவதைப்போன்றது
நீங்கள் மிகவும் கோபமாக இருப்பது நான் மிகவும் கோபமாக இருந்ததைப் போல நான் வெளியேறினேன் என்று சொல்வது .இது மிகவும் கோபமாக இருக்கிறது.,Tamil,நீங்கள்மிகவும்கோபமாகஇருப்பதுநான்மிகவும்கோபமாகஇருந்ததைப்போலநான்வெளியேறினேன்என்றுசொல்வதுஇதுமிகவும்கோபமாகஇருக்கிறது
"ஓ, இது கிட்டத்தட்ட பைத்தியம் போன்றது.",Tamil,ஓஇதுகிட்டத்தட்டபைத்தியம்போன்றது
"சொந்த பேச்சாளர்கள் பயன்படுத்துவது உங்களுக்கு நல்லது என்று நான் மற்றொரு சொற்றொடரை வெளிப்படுத்தினேன், நான் பதவி உயர்வு பெற்றேன் என்று நீங்கள் கூறும்போது இது நேர்மறை மற்றும் எதிர்மறையாக இருக்கலாம், மேலும் அவர்கள் உங்களுக்கு நல்லது என்று சொன்னால் வாழ்த்துக்கள் மற்றும் சில சமயங்களில் நான் இந்த இடத்தை விட்டு வெளியேறுகிறேன் என்று சொன்னால்.",Tamil,சொந்தபேச்சாளர்கள்பயன்படுத்துவதுஉங்களுக்குநல்லதுஎன்றுநான்மற்றொருசொற்றொடரைவெளிப்படுத்தினேன்நான்பதவிஉயர்வுபெற்றேன்என்றுநீங்கள்கூறும்போதுஇதுநேர்மறைமற்றும்எதிர்மறையாகஇருக்கலாம்மேலும்அவர்கள்உங்களுக்குநல்லதுஎன்றுசொன்னால்வாழ்த்துக்கள்மற்றும்சிலசமயங்களில்நான்இந்தஇடத்தைவிட்டுவெளியேறுகிறேன்என்றுசொன்னால்
"அவை உங்களுக்கு நல்லது போல இருக்கும், அது நீங்கள் இல்லாமல் நன்றாக இருக்கும், இது ஒரு எதிர்மறை அர்த்தமாகும், எனவே உண்மையில் உள்ளுணர்வைக் கேளுங்கள்.",Tamil,அவைஉங்களுக்குநல்லதுபோலஇருக்கும்அதுநீங்கள்இல்லாமல்நன்றாகஇருக்கும்இதுஒருஎதிர்மறைஅர்த்தமாகும்எனவேஉண்மையில்உள்ளுணர்வைக்கேளுங்கள்
"ஏதேனும் உங்களுக்கு ஆச்சரியமாக இருந்தால், ஓ கடவுளே போல என்னை விளையாடுகிறீர்கள் என்று சொல்லலாம்.",Tamil,ஏதேனும்உங்களுக்குஆச்சரியமாகஇருந்தால்ஓகடவுளேபோலஎன்னைவிளையாடுகிறீர்கள்என்றுசொல்லலாம்
"யாரையாவது புன்னகைக்கச் சொல்லவும், மகிழ்ச்சியாக இருக்கவும் நீங்கள் என்னை விளையாடுகிறீர்கள் என்று என்னால் நம்ப முடியவில்லை, நீங்கள் எப்போதும் உற்சாகப்படுத்துங்கள் என்று சொல்லலாம்.",Tamil,யாரையாவதுபுன்னகைக்கச்சொல்லவும்மகிழ்ச்சியாகஇருக்கவும்நீங்கள்என்னைவிளையாடுகிறீர்கள்என்றுஎன்னால்நம்பமுடியவில்லைநீங்கள்எப்போதும்உற்சாகப்படுத்துங்கள்என்றுசொல்லலாம்
"நீங்கள் யாராவது அழுவதைப் போலவும், நடக்காத ஒன்றைப் பற்றி புகார் செய்வதாகவும் விரும்பினால், நீங்கள் வாருங்கள் என்று சொல்லலாம், நான் அதை செய்ய முடியும்?",Tamil,நீங்கள்யாராவதுஅழுவதைப்போலவும்நடக்காதஒன்றைப்பற்றிபுகார்செய்வதாகவும்விரும்பினால்நீங்கள்வாருங்கள்என்றுசொல்லலாம்நான்அதைசெய்யமுடியும்
வா.,Tamil,வா
"நீங்கள் அதை செய்ய முடியும் நீங்கள் டோஃபிள் கடந்து செல்ல முடியும், நீங்கள் வரும் க்மாட்டை கடந்து செல்லலாம்.",Tamil,நீங்கள்அதைசெய்யமுடியும்நீங்கள்டோஃபிள்கடந்துசெல்லமுடியும்நீங்கள்வரும்க்மாட்டைகடந்துசெல்லலாம்
"யாரோ ஒருவர் நன்றாகச் செயல்படுகிறீர்களானால் நீங்கள் அதைச் செய்யலாம், நல்ல வேலையைத் தொடரச் சொல்லுங்கள், உங்களைப் போலவே நல்லவர்களாக இருங்கள், நல்ல வேலையைத் தொடருங்கள், மற்றொரு சொற்றொடராக இருப்பது பேச்சுவழக்கு, இதுதான் அமெரிக்கர்கள் சொல்.",Tamil,யாரோஒருவர்நன்றாகச்செயல்படுகிறீர்களானால்நீங்கள்அதைச்செய்யலாம்நல்லவேலையைத்தொடரச்சொல்லுங்கள்உங்களைப்போலவேநல்லவர்களாகஇருங்கள்நல்லவேலையைத்தொடருங்கள்மற்றொருசொற்றொடராகஇருப்பதுபேச்சுவழக்குஇதுதான்அமெரிக்கர்கள்சொல்
"அது எரிகிறது, அதாவது கலிஃபோர்னியாவில் பல அமெரிக்கர்கள் சொன்னது ஆச்சரியமாக இருக்கிறது.",Tamil,அதுஎரிகிறதுஅதாவதுகலிஃபோர்னியாவில்பலஅமெரிக்கர்கள்சொன்னதுஆச்சரியமாகஇருக்கிறது
"ஓ அது எரிகிறது, ஒருவேளை நீங்கள் அதை பாடல்களில் கேட்டிருக்கலாம் ' தோல்விகளுக்குப் பிறகு யாராவது வெற்றிகரமாக இருந்தால், நீங்கள் அங்கு செல்லலாம் என்று நான் சொன்னேன், நீங்கள் அதைச் செய்யப் போகிறீர்கள் என்று சொன்னேன், நீங்கள் சோர்வாக இருக்கிறீர்களா என்று யாராவது உங்களிடம் கேட்டால், நீங்கள் சோர்வடையவில்லை என்று சொல்ல விரும்பினால் ஒரு பிட் இல்லை என்று சொல்ல முடியும்.",Tamil,ஓஅதுஎரிகிறதுஒருவேளைநீங்கள்அதைபாடல்களில்கேட்டிருக்கலாம்தோல்விகளுக்குப்பிறகுயாராவதுவெற்றிகரமாகஇருந்தால்நீங்கள்அங்குசெல்லலாம்என்றுநான்சொன்னேன்நீங்கள்அதைச்செய்யப்போகிறீர்கள்என்றுசொன்னேன்நீங்கள்சோர்வாகஇருக்கிறீர்களாஎன்றுயாராவதுஉங்களிடம்கேட்டால்நீங்கள்சோர்வடையவில்லைஎன்றுசொல்லவிரும்பினால்ஒருபிட்இல்லைஎன்றுசொல்லமுடியும்
"நான் தொடர விரும்புகிறேன், யாராவது உங்களிடம் கேட்கும்போது நான் சோர்வடையவில்லை என்பது உங்களுக்குத் தெரியுமா, அதற்கு இடமில்லை என்று நீங்கள் சொல்ல முடியும் என்பதில் உறுதியாக இருக்கிறீர்களா?",Tamil,நான்தொடரவிரும்புகிறேன்யாராவதுஉங்களிடம்கேட்கும்போதுநான்சோர்வடையவில்லைஎன்பதுஉங்களுக்குத்தெரியுமாஅதற்குஇடமில்லைஎன்றுநீங்கள்சொல்லமுடியும்என்பதில்உறுதியாகஇருக்கிறீர்களா
"நீங்கள் யாரையாவது எஸ்.எம்.எஸ் செய்ய விரும்பினால் அல்லது உரைக்கு உரை என்று ஒரு செய்தியை அவர்களுக்கு அனுப்ப விரும்பினால் அமெரிக்காவில் சந்தேகம் இருக்க இடமில்லை, எனவே நான் உங்களுக்கு உரை அனுப்புவேன் என்றால் நான் உங்களுக்கு ஒரு செய்தியை வாட்ஸ்அப் அல்லது ஒரு தந்தி அல்லது தூதர் மூலம் அனுப்புவேன் வருத்தப்பட வேண்டாம் என்று யாரையாவது உற்சாகப்படுத்த மீண்டும் உங்களுக்கு உரை அனுப்புங்கள், நீங்கள் ஏன் அழுகிறீர்கள் என்பது போல அது மதிப்புக்குரியது அல்ல என்று சொல்லலாம்.",Tamil,நீங்கள்யாரையாவதுஎஸ்எம்எஸ்செய்யவிரும்பினால்அல்லதுஉரைக்குஉரைஎன்றுஒருசெய்தியைஅவர்களுக்குஅனுப்பவிரும்பினால்அமெரிக்காவில்சந்தேகம்இருக்கஇடமில்லைஎனவேநான்உங்களுக்குஉரைஅனுப்புவேன்என்றால்நான்உங்களுக்குஒருசெய்தியைவாட்ஸ்அப்அல்லதுஒருதந்திஅல்லதுதூதர்மூலம்அனுப்புவேன்வருத்தப்படவேண்டாம்என்றுயாரையாவதுஉற்சாகப்படுத்தமீண்டும்உங்களுக்குஉரைஅனுப்புங்கள்நீங்கள்ஏன்அழுகிறீர்கள்என்பதுபோலஅதுமதிப்புக்குரியதுஅல்லஎன்றுசொல்லலாம்
அது மதிப்பு இல்லை.,Tamil,அதுமதிப்புஇல்லை
நீங்கள் அதைப் பற்றி அழுகிற பிரச்சினையை விட நீங்கள் மிகவும் சிறந்தவர் ' உங்கள் கண்ணீருக்கு மதிப்பு இல்லை.,Tamil,நீங்கள்அதைப்பற்றிஅழுகிறபிரச்சினையைவிடநீங்கள்மிகவும்சிறந்தவர்உங்கள்கண்ணீருக்குமதிப்புஇல்லை
"அது மதிப்புக்குரியது அல்ல, நீங்கள் ராக் என்ற சொற்றொடரை நான் தனிப்பட்ட முறையில் விரும்புகிறேன், அதாவது நீங்கள் ஆச்சரியப்படுகிறீர்கள்.",Tamil,அதுமதிப்புக்குரியதுஅல்லநீங்கள்ராக்என்றசொற்றொடரைநான்தனிப்பட்டமுறையில்விரும்புகிறேன்அதாவதுநீங்கள்ஆச்சரியப்படுகிறீர்கள்
கடவுளே.,Tamil,கடவுளே
நீங்கள் ராக் யூ ராக்?,Tamil,நீங்கள்ராக்யூராக்
"இல்லை, நீங்கள் ஒரு அற்புதமான வேலையைச் செய்துள்ளீர்கள்.",Tamil,இல்லைநீங்கள்ஒருஅற்புதமானவேலையைச்செய்துள்ளீர்கள்
"யாரோ ஒருவர் நன்றாக வேலை செய்யவில்லை என்றால் நீங்கள் ராக் செய்கிறீர்கள், மேலும் அவர்கள் கடினமாக உழைக்க வேண்டும் என்று நீங்கள் விரும்புகிறீர்கள், நீங்கள் ஒரு கூடுதல் மைல் செல்ல வேண்டும் என்று சொல்லலாம், அதாவது கடினமாக உழைப்பது போல நீங்கள் ஒரு கூடுதல் மைல் செல்ல வேண்டும்.",Tamil,யாரோஒருவர்நன்றாகவேலைசெய்யவில்லைஎன்றால்நீங்கள்ராக்செய்கிறீர்கள்மேலும்அவர்கள்கடினமாகஉழைக்கவேண்டும்என்றுநீங்கள்விரும்புகிறீர்கள்நீங்கள்ஒருகூடுதல்மைல்செல்லவேண்டும்என்றுசொல்லலாம்அதாவதுகடினமாகஉழைப்பதுபோலநீங்கள்ஒருகூடுதல்மைல்செல்லவேண்டும்
"அதே விஷயத்தைச் சொல்வதற்கான மற்றொரு வழி, கடினமாக உழைப்பது போன்ற உங்கள் விளையாட்டை முடுக்கிவிடுங்கள்.",Tamil,அதேவிஷயத்தைச்சொல்வதற்கானமற்றொருவழிகடினமாகஉழைப்பதுபோன்றஉங்கள்விளையாட்டைமுடுக்கிவிடுங்கள்
"யாராவது அழுகிறார்கள், அதை விரும்பவில்லை என்றால்.",Tamil,யாராவதுஅழுகிறார்கள்அதைவிரும்பவில்லைஎன்றால்
"அது உங்களை மூழ்கடிப்பது போல் மூழ்கிவிடும், அதாவது உங்களை நீங்களே ஒன்றாக இழுத்து, உங்களை ஒன்றாக இழுக்கவும்.",Tamil,அதுஉங்களைமூழ்கடிப்பதுபோல்மூழ்கிவிடும்அதாவதுஉங்களைநீங்களேஒன்றாகஇழுத்துஉங்களைஒன்றாகஇழுக்கவும்
ஏய் மற்றொரு சொற்றொடரை ஒன்றாக அமைதிப்படுத்திக் கொள்ளுங்கள்.,Tamil,ஏய்மற்றொருசொற்றொடரைஒன்றாகஅமைதிப்படுத்திக்கொள்ளுங்கள்
"நீங்கள் என்னை விற்றதை நான் விரும்புகிறேன், ஏனென்றால் சில நேரங்களில் மக்கள் தங்கள் பயணத்தை அல்லது அவர்கள் வாங்கிய யாரையாவது விவரிக்கிறார்கள், அவர்கள் அதை நன்றாக விவரிக்கிறார்கள்.",Tamil,நீங்கள்என்னைவிற்றதைநான்விரும்புகிறேன்ஏனென்றால்சிலநேரங்களில்மக்கள்தங்கள்பயணத்தைஅல்லதுஅவர்கள்வாங்கியயாரையாவதுவிவரிக்கிறார்கள்அவர்கள்அதைநன்றாகவிவரிக்கிறார்கள்
"நான் அதையே வாங்க விரும்புகிறேன், அவர்கள் அதை விற்றீர்கள் என்று நான் அவர்களிடம் சொல்கிறேன், நீங்கள் என்னை விற்றீர்கள், நான் இதை சரியாக வாங்க மாட்டேன், உரையாடலில் உங்களுக்கு ஆர்வம் இல்லையென்றால் என்னை விற்றீர்கள்.",Tamil,நான்அதையேவாங்கவிரும்புகிறேன்அவர்கள்அதைவிற்றீர்கள்என்றுநான்அவர்களிடம்சொல்கிறேன்நீங்கள்என்னைவிற்றீர்கள்நான்இதைசரியாகவாங்கமாட்டேன்உரையாடலில்உங்களுக்குஆர்வம்இல்லையென்றால்என்னைவிற்றீர்கள்
நீங்கள் உட்கார்ந்திருப்பதைப் போல நீங்கள் குறைவாக கவலைப்பட முடியவில்லை என்று சொல்லலாம் இது மிகவும் சலிப்பாக இருக்கிறது.,Tamil,நீங்கள்உட்கார்ந்திருப்பதைப்போலநீங்கள்குறைவாககவலைப்படமுடியவில்லைஎன்றுசொல்லலாம்இதுமிகவும்சலிப்பாகஇருக்கிறது
எனக்கு ஆர்வம் இல்லை.,Tamil,எனக்குஆர்வம்இல்லை
"யாராவது உங்களிடம் ஏதாவது கேட்டால் என்னால் குறைவாகக் கவனிக்க முடியவில்லை, இது எனது 1 மில்லியன் டாலர்களை எடுத்துக் கொள்ளுங்கள் என்று யாராவது சொல்வது போல இது உங்களுக்கு மிகவும் எளிதான முடிவு.",Tamil,யாராவதுஉங்களிடம்ஏதாவதுகேட்டால்என்னால்குறைவாகக்கவனிக்கமுடியவில்லைஇதுஎனதுமில்லியன்டாலர்களைஎடுத்துக்கொள்ளுங்கள்என்றுயாராவதுசொல்வதுபோலஇதுஉங்களுக்குமிகவும்எளிதானமுடிவு
இது ஒரு மூளை இல்லை என்று நீங்கள் கூறுகிறீர்கள்.,Tamil,இதுஒருமூளைஇல்லைஎன்றுநீங்கள்கூறுகிறீர்கள்
நான் அதை எடுத்து செல்கிறேன்.,Tamil,நான்அதைஎடுத்துசெல்கிறேன்
"இது ஒரு மூளைச்சலவை அல்ல, நீங்கள் ஏதாவது தவறு செய்திருந்தால் அது உங்களுக்கு மிகவும் எளிதான முடிவு, அதை ஒப்புக்கொண்டால் நான் ஆமாம் தோழர்களே என்று சொன்னேன்.",Tamil,இதுஒருமூளைச்சலவைஅல்லநீங்கள்ஏதாவதுதவறுசெய்திருந்தால்அதுஉங்களுக்குமிகவும்எளிதானமுடிவுஅதைஒப்புக்கொண்டால்நான்ஆமாம்தோழர்களேஎன்றுசொன்னேன்
எனக்கு தெரியும்.,Tamil,எனக்குதெரியும்
என்னை மன்னிக்கவும்.,Tamil,என்னைமன்னிக்கவும்
நான் திருகினேன்.,Tamil,நான்திருகினேன்
இது என் தவறு.,Tamil,இதுஎன்தவறு
நான் திருகினேன் நான் உங்களுக்கு பதிலாக யாராவது வேலை செய்ய விரும்பினால் நான் அதை திருகினேன்.,Tamil,நான்திருகினேன்நான்உங்களுக்குபதிலாகயாராவதுவேலைசெய்யவிரும்பினால்நான்அதைதிருகினேன்
நான் இருக்கும்போது எனக்கு பதிலாக நீங்கள் வேலை செய்ய முடியுமா?,Tamil,நான்இருக்கும்போதுஎனக்குபதிலாகநீங்கள்வேலைசெய்யமுடியுமா
நான் என் நண்பனைப் பார்க்கிறேன்.,Tamil,நான்என்நண்பனைப்பார்க்கிறேன்
